Título,Endereço,Preço,Anunciante,Aréa
" Casa em Condomínio com 3 quartos à venda no bairro Jardins Lisboa, 250m² "," Avenida dos Ipês, 1, Jardins Lisboa, Goiânia - GO "," R$ 2.200.000,00 ",Amj Gestão Imobiliária, 250m² 
" Casa com 5 quartos à venda no bairro Portal do Sol I, 635m² "," Avenida Sb a, 0, Portal do Sol I, Goiânia - GO "," R$ 3.500.000,00 ",Urbs Private 1, 635m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 147m² "," Rua 15, 0, Jardim Goiás, Goiânia - GO "," R$ 1.250.000,00 ",Urbs Private M, 147m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 118m² "," Rua 1128, 232, Setor Marista, Goiânia - GO "," R$ 849.000,00 ",R8 Imóveis, 118m² 
" Casa com 3 quartos à venda no bairro Garavelo Residencial Park, 360m² "," Rua 20 e, 0, Garavelo Residencial Park, Aparecida de Goiânia - GO "," R$ 310.000,00 ",Urbs Private 1, 360m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 92m² "," Rua Cuiabá, 0, Parque Amazônia, Goiânia - GO "," R$ 620.000,00 ",Urbs Private M, 92m² 
" Apartamento com 3 quartos à venda no bairro Nova Suiça, 246m² "," Rua C, 0, Nova Suiça, Goiânia - GO "," R$ 800.000,00 ",Urbs Private 1, 246m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 206m² "," Avenida T 15, 0, Setor Bueno, Goiânia - GO "," R$ 1.462.000,00 ",Urbs Private 3, 206m² 
" Cobertura com 4 quartos à venda no bairro Jardim Goiás, 449m² "," Rua 13, 205, Jardim Goiás, Goiânia - GO "," R$ 4.490.000,00 ",Abel Filho Imóveis, 449m² 
" Casa com 5 quartos à venda no bairro Jardins Munique, 900m² "," Rua das Fênix, 0, Jardins Munique, Goiânia - GO "," R$ 8.650.000,00 ",Urbs Private 1, 900m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 125m² "," Rua 1124, 0, Setor Marista, Goiânia - GO "," R$ 930.000,00 ",Urbs Private 3, 125m² 
" Casa com 2 quartos à venda no bairro Medeiros, 99m² "," Rua Coronel Vaiano, 0, Medeiros, Rio Verde - GO "," R$ 420.000,00 ",Rede Dreamcasa, 99m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 245m² "," Coronel Eugênio Jardim N, 430, Setor Marista, Goiânia - GO "," R$ 2.700.000,00 ",R8 Imóveis, 245m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 245m² "," Coronel Eugênio Jardim, 430, Setor Marista, Goiânia - GO "," R$ 2.480.000,00 ",R8 Imóveis, 245m² 
" Apartamento com 2 quartos à venda no bairro Cândida de Morais, 60m² "," Avenida Perimetral Norte, 0, Cândida de Morais, Goiânia - GO "," R$ 230.000,00 ",Urbs Private M, 60m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 151m² "," Avenida T 15, 0, Setor Bueno, Goiânia - GO "," R$ 540.000,00 ",Urbs Private 1, 151m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 131m² "," Rua Mário Bitar, 8, Setor Marista, Goiânia - GO "," R$ 984.000,00 ",Am&p Brasil Imobiliária Ltda, 131m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 91m² "," Rua T. 37 Qd. 147 Lt. 16/17, 3448, Setor Bueno, Goiânia - GO "," R$ 591.000,00 ",R8 Imóveis, 91m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 97m² "," Rua T 55, 0, Setor Bueno, Goiânia - GO "," R$ 740.000,00 ",Urbs Private 3, 97m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 82m² "," Rua C 148, 0, Jardim América, Goiânia - GO "," R$ 350.000,00 ",Rede Dreamcasa, 82m² 
" Casa com 3 quartos à venda no bairro Residencial Flor do Ipê I, 250m² "," Rua Ipê 15, 0, Residencial Flor do Ipê I, Senador Canedo - GO "," R$ 140.000,00 ",Urbs Private 2, 250m² 
" Casa com 2 quartos à venda no bairro Jardim Tropical, 93m² "," Rua 113, 3, Jardim Tropical, Aparecida de Goiânia - GO "," R$ 326.000,00 ",Pointer Imoveis, 93m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 117m² "," Rua do Parque Qd. 145 Área 01, 95, Jardim Atlântico, Goiânia - GO "," R$ 765.000,00 ",Nova Mercado Imobiliário, 117m² 
" Lote à venda no bairro Alphaville Flamboyant Residencial Araguaia, 461m² "," Rua Turiaçu Qd. 09 Lt. 15, 0, Alphaville Flamboyant Residencial Araguaia, Goiânia - GO "," R$ 813.120,00 ",Urbs Private 2, 461m² 
" Apartamento com 1 quarto à venda no bairro Setor Bueno, 46m² "," Rua T 38, 0, Setor Bueno, Goiânia - GO "," R$ 460.000,00 ",Urbs Private 2, 46m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 185m² "," 12 Esquina Com a Portugal, 23, Setor Oeste, Goiânia - GO "," R$ 1.542.000,00 ",R8 Imóveis, 185m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 800m² "," Rua Proteu, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 5.900.000,00 ",Urbs Private M, 800m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 94m² "," Rua Cuiabá, 0, Parque Amazônia, Goiânia - GO "," R$ 670.000,00 ",André Lima, 94m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 425m² "," Rua Ggc33, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.850.000,00 ",Urbs Private M, 425m² 
" Casa com 4 quartos à venda no Condomínio do Lago, 580m² "," Rua Lago 1, 0, Condomínio do Lago, Goiânia - GO "," R$ 2.500.000,00 ",Urbs Private 2, 580m² 
" Rural com 4 quartos à venda no bairro Zona Rural, 20000m² "," Zona Rural, 1, Zona Rural, Bela Vista de Goiás - GO "," R$ 1.300.000,00 ",M2 Investimentos Imobiliários, 20000m² 
" Lote à venda no bairro Jardim Goiás, 526m² "," Rua 24, 0, Jardim Goiás, Goiânia - GO "," R$ 845.000,00 ",Urbs Private 1, 526m² 
" Lote em Condomínio à venda no bairro Jardins Nápoles, 360m² "," Avenida Primavera, 3, Jardins Nápoles, Senador Canedo - GO "," R$ 325.000,00 ",Pinamar, 360m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 93m² "," Avenida T 13, 0, Setor Bueno, Goiânia - GO "," R$ 610.000,00 ",André Lima, 93m² 
" Lote à venda no bairro Terras Alpha Residencial 1, 360m² "," Alameda Holanda, 0, Terras Alpha Residencial 1, Senador Canedo - GO "," R$ 220.000,00 ",Urbs Private M, 360m² 
" Casa com 2 quartos à venda no bairro Residencial Orlando Morais, 81m² "," Om 40, 1, Residencial Orlando Morais, Goiânia - GO "," R$ 130.000,00 ",M2 Investimentos Imobiliários, 81m² 
" Lote à venda no bairro Jardins Capri, 256m² "," Rua Alfazema, 0, Jardins Capri, Senador Canedo - GO "," R$ 265.000,00 ",Urbs Private 1, 256m² 
" Casa com 5 quartos à venda no bairro Jardins Madri, 555m² "," Rua Madri 35, 0, Jardins Madri, Goiânia - GO "," R$ 3.000.000,00 ",Urbs Private M, 555m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 95m² "," Avenida Laudelino Gomes, 774, Pedro Ludovico, Goiânia - GO "," R$ 608.000,00 ",R8 Imóveis, 95m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 180m² "," Rua 135, 0, Setor Marista, Goiânia - GO "," R$ 1.790.000,00 ",Urbs Private 2, 180m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 216m² "," T15, 319, Setor Bueno, Goiânia - GO "," R$ 1.790.900,00 ",R8 Imóveis, 216m² 
" Casa com 3 quartos à venda no bairro Vila Pedroso, 195m² "," Cristiano Machado, 1, Vila Pedroso, Goiânia - GO "," R$ 380.000,00 ",M2 Investimentos Imobiliários, 195m² 
" Rural com 3 quartos à venda no Condomínio Alto da Boa Vista, 7000m² "," Alameda dos Buritis, 0, Condomínio Alto da Boa Vista, Senador Canedo - GO "," R$ 3.400.000,00 ",Urbs Private 2, 7000m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 179m² "," Rua 3, 0, Setor Oeste, Goiânia - GO "," R$ 1.450.000,00 ",Urbs Private M, 179m² 
" Apartamento com 2 quartos à venda no bairro Setor Marista, 72m² "," Rua 24, 0, Setor Marista, Goiânia - GO "," R$ 735.000,00 ",Urbs Private M, 72m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 661m² "," Rua Sygnus, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 5.600.000,00 ",Urbs Private M, 661m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 253m² "," Rua C238, 0, Jardim América, Goiânia - GO "," R$ 3.150.000,00 ",Urbs Private 1, 253m² 
" Apartamento com 2 quartos à venda no bairro Parque Amazônia, 62m² "," Rua Caapi, 0, Parque Amazônia, Goiânia - GO "," R$ 319.293,00 ",Rede Dreamcasa, 62m² 
" Apartamento com 2 quartos à venda no bairro Jardim Atlântico, 72m² "," Copacabana, 100, Jardim Atlântico, Goiânia - GO "," R$ 599.000,00 ",Nova Mercado Imobiliário, 72m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 406m² "," Rua Ggc25, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 3.200.000,00 ",Urbs Private M, 406m² 
" Casa com 3 quartos à venda no bairro Residencial Moinho dos Ventos, 127m² "," Vereda dos Buritis Quadra 48 Lt 34/35, 34, Residencial Moinho dos Ventos, Goiânia - GO "," R$ 450.000,00 ",Nova Mercado Imobiliário, 127m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 140m² "," 146, 147, Setor Marista, Goiânia - GO "," R$ 960.000,00 ",M2 Investimentos Imobiliários, 140m² 
" Casa com 4 quartos à venda no bairro Alphaville Flamboyant, 881m² "," Rua Arial, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 7.200.000,00 ",Urbs Private M, 881m² 
" Casa com 4 quartos à venda no Condomínio do Lago, 551m² "," Rua Lago 10, 0, Condomínio do Lago, Goiânia - GO "," R$ 2.600.000,00 ",Urbs Private 2, 551m² 
" Apartamento com 4 quartos à venda no bairro Setor Oeste, 250m² "," Rua 6, 0, Setor Oeste, Goiânia - GO "," R$ 1.200.000,00 ",Urbs Private M, 250m² 
" Casa com 4 quartos à venda no bairro Conjunto Residencial Storil, 202m² "," Avenida Pedro Luiz Ribeiro, 0, Conjunto Residencial Storil, Aparecida de Goiânia - GO "," R$ 899.000,00 ",Urbs Private 1, 202m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 133m² "," Rua T 30, 305, Setor Bueno, Goiânia - GO "," R$ 918.000,00 ",R8 Imóveis, 133m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 76m² "," Rua T 38, 0, Setor Bueno, Goiânia - GO "," R$ 437.000,00 ",Urbs Private 1, 76m² 
" Casa com 2 quartos à venda no bairro Ocidental Parque, 45m² "," Quadra 7, 1, Ocidental Parque, Cidade Ocidental - GO "," R$ 64.287,00 ",Fca Imobiliária / Fca Imóveis, 45m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 245m² "," Coronel Eugênio Jardim, 432, Setor Marista, Goiânia - GO "," R$ 2.650.000,00 ",R8 Imóveis, 245m² 
" Lote em Condomínio à venda no bairro Jardins Bolonha, 407m² "," Dos Angicos, 234, Jardins Bolonha, Senador Canedo - GO "," R$ 330.000,00 ",R8 Imóveis, 407m² 
 Apartamento com 3 quartos à venda no bairro Setor Bueno ," Rua T 30 Setor, 17, Setor Bueno, Goiânia - GO "," R$ 1.050.000,00 ",R8 Imóveis,
" Apartamento com 2 quartos à venda no bairro Jardim Presidente, 58m² "," Rua Presidente Afonso Pena, 0, Jardim Presidente, Goiânia - GO "," R$ 165.000,00 ",Rede Dreamcasa, 58m² 
" Apartamento com 2 quartos à venda no bairro Serrinha, 60m² "," Avenida T 5, 0, Serrinha, Goiânia - GO "," R$ 355.000,00 ",Urbs Private M, 60m² 
" Casa com 2 quartos à venda no bairro Residencial Veneza, 66m² "," Rua do Cedro, 0, Residencial Veneza, Rio Verde - GO "," R$ 295.000,00 ",Rede Dreamcasa, 66m² 
" Apartamento com 3 quartos à venda no bairro Alto da Glória, 85m² "," Rua Natal, 0, Alto da Glória, Goiânia - GO "," R$ 530.000,00 ",André Lima, 85m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 103m² "," Avenida T 3, 0, Setor Bueno, Goiânia - GO "," R$ 770.000,00 ",Urbs Private 2, 103m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 173m² "," Rua 8 a, 0, Setor Oeste, Goiânia - GO "," R$ 900.000,00 ",Urbs Private M, 173m² 
" Apartamento com 3 quartos à venda no bairro Jardim Europa, 78m² "," Avenida Berlim, 902, Jardim Europa, Goiânia - GO "," R$ 370.000,00 ",Pointer Imoveis, 78m² 
" Apartamento com 3 quartos à venda no bairro Setor Marista, 191m² "," Rua 24, 0, Setor Marista, Goiânia - GO "," R$ 1.599.000,00 ",Urbs Private M, 191m² 
" Apartamento com 1 quarto à venda no bairro Setor Oeste, 48m² "," 22, 9, Setor Oeste, Goiânia - GO "," R$ 419.000,00 ",R8 Imóveis, 48m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 398m² "," Rua T-61, 125, Setor Bueno, Goiânia - GO "," R$ 4.360.000,00 ",R8 Imóveis, 398m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 245m² "," Rua 1129 Com 1126 Qd. 233 Lt. 1/2-21/22, 1, Setor Marista, Goiânia - GO "," R$ 2.660.000,00 ",R8 Imóveis, 245m² 
" Apartamento com 3 quartos à venda no bairro Jardim América, 167m² "," Avenida C208, 72, Jardim América, Goiânia - GO "," R$ 550.000,00 ",Am&p Brasil Imobiliária Ltda, 167m² 
" Apartamento com 2 quartos à venda no bairro Serrinha, 64m² "," Avenida T 4, 0, Serrinha, Goiânia - GO "," R$ 359.000,00 ",Urbs Private 2, 64m² 
" Apartamento com 1 quarto à venda no bairro Central, 35m² "," Rua 20, 0, Central, Goiânia - GO "," R$ 122.000,00 ",Urbs Private 3, 35m² 
" Lote à venda no bairro Jardins França, 429m² "," Rua Brique, 0, Jardins França, Goiânia - GO "," R$ 855.000,00 ",Urbs Private 3, 429m² 
 Casa com 3 quartos à venda no bairro Setor Garavelo ," Rua 23 C, 0, Setor Garavelo, Aparecida de Goiânia - GO "," R$ 395.000,00 ",Urbs Private 1,
" Casa com 4 quartos à venda no bairro Sol Nascente, 642m² "," Rua C55, 0, Sol Nascente, Goiânia - GO "," R$ 1.300.000,00 ",Urbs Private 2, 642m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 150m² "," Rua T-29 Com T-44 Lt. 1/3-26, 138, Setor Bueno, Goiânia - GO "," R$ 1.100.000,00 ",R8 Imóveis, 150m² 
" Casa com 4 quartos à venda no bairro Vila Santos Dumont, 190m² "," Avenida Walquíria, 0, Vila Santos Dumont, Aparecida de Goiânia - GO "," R$ 620.000,00 ",Urbs Private 1, 190m² 
" Casa com 3 quartos à venda no bairro Residencial Goiânia Golfe Clube, 416m² "," Rua Ggc35, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 1.900.000,00 ",Urbs Private 2, 416m² 
" Casa com 4 quartos à venda no bairro Jardins Valência, 388m² "," Rua dos Ipês, 0, Jardins Valência, Goiânia - GO "," R$ 3.500.000,00 ",Urbs Private 1, 388m² 
" Apartamento com 3 quartos à venda no bairro Sudoeste, 108m² "," Rua C69, 0, Sudoeste, Goiânia - GO "," R$ 630.000,00 ",Urbs Private 3, 108m² 
" Apartamento com 3 quartos à venda no bairro Setor Oeste, 222m² "," 12 Esquina Com a Portugal, 10, Setor Oeste, Goiânia - GO "," R$ 1.920.000,00 ",R8 Imóveis, 222m² 
" Apartamento com 2 quartos à venda no bairro Goiânia 02, 48m² "," Rua Dona Stela, 415, Goiânia 02, Goiânia - GO "," R$ 220.000,00 ",Luyggi Rodrigues, 48m² 
" Casa com 3 quartos à venda no bairro Residencial Moinho dos Ventos, 180m² "," MDV 46, 12, Residencial Moinho dos Ventos, Goiânia - GO "," R$ 450.000,00 ",R8 Imóveis, 180m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 99m² "," T 28, 12, Setor Bueno, Goiânia - GO "," R$ 670.000,00 ",R8 Imóveis, 99m² 
" Apartamento com 3 quartos à venda no bairro Parque Oeste Industrial, 70m² "," Rua das Papoulas, 0, Parque Oeste Industrial, Goiânia - GO "," R$ 330.000,00 ",Urbs Private 2, 70m² 
" Apartamento com 3 quartos à venda no bairro Pedro Ludovico, 71m² "," Rua 1040, 0, Pedro Ludovico, Goiânia - GO "," R$ 340.000,00 ",Urbs Private 1, 71m² 
" Apartamento com 2 quartos à venda no bairro Afonsos, 54m² "," Avenida Rio Verde, 0, Afonsos, Goiânia - GO "," R$ 115.000,00 ",Rede Dreamcasa, 54m² 
" Casa com 4 quartos à venda no bairro Residencial Aldeia do Vale, 7000m² "," Alameda das Espatódias, 0, Residencial Aldeia do Vale, Goiânia - GO "," R$ 6.500.000,00 ",Urbs Private 2, 7000m² 
" Casa com 3 quartos à venda no bairro Campinas, 227m² "," Rua Pouso Alto, 0, Campinas, Goiânia - GO "," R$ 690.000,00 ",Urbs Private 1, 227m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 170m² "," T29, 1, Setor Bueno, Goiânia - GO "," R$ 1.180.000,00 ",R8 Imóveis, 170m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 254m² "," Rua 1141, 0, Setor Marista, Goiânia - GO "," R$ 1.980.000,00 ",Urbs Private 2, 254m² 
" Apartamento com 3 quartos à venda no bairro Setor Sul, 164m² "," Rua 115, 0, Setor Sul, Goiânia - GO "," R$ 360.000,00 ",Urbs Private 1, 164m² 
" Casa com 4 quartos à venda no bairro Residencial Goiânia Golfe Clube, 660m² "," Avenida Contorno dos Ipês, 0, Residencial Goiânia Golfe Clube, Goiânia - GO "," R$ 2.700.000,00 ",Urbs Private 2, 660m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 264m² "," Coronel Eugênio Jardim, 30, Setor Marista, Goiânia - GO "," R$ 2.650.000,00 ",R8 Imóveis, 264m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 160m² "," T 51, 697, Setor Bueno, Goiânia - GO "," R$ 1.080.000,00 ",R8 Imóveis, 160m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 114m² "," Rua do Parque, 135, Jardim Atlântico, Goiânia - GO "," R$ 594.000,00 ",Nova Mercado Imobiliário, 114m² 
" Apartamento com 3 quartos à venda no bairro Jardim Atlântico, 116m² "," Av. Copacabana, 248, Jardim Atlântico, Goiânia - GO "," R$ 650.000,00 ",R8 Imóveis, 116m² 
" Apartamento com 3 quartos à venda no bairro Parque Amazônia, 92m² "," Rua Cuiabá, 0, Parque Amazônia, Goiânia - GO "," R$ 650.000,00 ",Urbs Private 1, 92m² 
" Casa com 4 quartos à venda no bairro Jardim Atlântico, 420m² "," Rua do Saveiro, 0, Jardim Atlântico, Goiânia - GO "," R$ 1.380.000,00 ",Urbs Private 1, 420m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 133m² "," T-2 Com T-51, 859, Setor Bueno, Goiânia - GO "," R$ 1.090.000,00 ",R8 Imóveis, 133m² 
" Apartamento com 2 quartos à venda no bairro Vila Alpes, 60m² "," Dos Alpes, 316, Vila Alpes, Goiânia - GO "," R$ 343.000,00 ",M2 Investimentos Imobiliários, 60m² 
" Apartamento com 3 quartos à venda no bairro Negrão de Lima, 68m² "," Rua 402, 26, Negrão de Lima, Goiânia - GO "," R$ 392.700,00 ",Pointer Imoveis, 68m² 
" Apartamento com 4 quartos à venda no bairro Jardim América, 330m² "," Avenida C208, 0, Jardim América, Goiânia - GO "," R$ 950.000,00 ",Urbs Private 3, 330m² 
" Apartamento com 2 quartos à venda no bairro Setor Bueno, 67m² "," T-28, 100, Setor Bueno, Goiânia - GO "," R$ 459.000,00 ",R8 Imóveis, 67m² 
" Apartamento com 4 quartos à venda no bairro Setor Marista, 287m² "," 1126 Com Rua 1129, 1, Setor Marista, Goiânia - GO "," R$ 2.964.487,00 ",R8 Imóveis, 287m² 
" Apartamento com 4 quartos à venda no bairro Central, 198m² "," Praça Doutor Pedro Ludovico Teixeira, 0, Central, Goiânia - GO "," R$ 490.000,00 ",Urbs Private M, 198m² 
" Casa com 6 quartos à venda no bairro Jaó, 883m² "," Rua J6, 0, Jaó, Goiânia - GO "," R$ 1.150.000,00 ",Urbs Private 3, 883m² 
" Apartamento com 4 quartos à venda no bairro Setor Bueno, 255m² "," T 15, 1202, Setor Bueno, Goiânia - GO "," R$ 2.339.000,00 ",Nova Mercado Imobiliário, 255m² 
" Casa com 3 quartos à venda no bairro Parque Amazônia, 235m² "," Alameda Juazeiro do Norte, 0, Parque Amazônia, Goiânia - GO "," R$ 1.269.000,00 ",Urbs Private M, 235m² 
" Casa com 5 quartos à venda no bairro Alphaville Flamboyant, 612m² "," Rua Aspília, 0, Alphaville Flamboyant, Goiânia - GO "," R$ 6.990.000,00 ",Urbs Private 1, 612m² 
" Apartamento com 2 quartos à venda no bairro Jardim Bela Vista - Continuação, 71m² "," Rua Dona Josefina, 0, Jardim Bela Vista - Continuação, Aparecida de Goiânia - GO "," R$ 450.000,00 ",Urbs Private 2, 71m² 
" Apartamento com 4 quartos à venda no bairro Jardim Goiás, 175m² "," Rua 70 Qd. C 18 Lt. 11/12, 250, Jardim Goiás, Goiânia - GO "," R$ 1.200.000,00 ",R8 Imóveis, 175m² 
" Casa em Condomínio com 3 quartos à venda no bairro Jardim Guanabara II, 200m² "," Gb8, 17, Jardim Guanabara II, Goiânia - GO "," R$ 460.000,00 ",R8 Imóveis, 200m² 
" Apartamento com 3 quartos à venda no bairro Setor Bueno, 153m² "," Rua T 27, Setor Bueno, Goiânia - GO "," R$ 813.000,00 ",Brasal Incorporações, 153m² 
" Apartamento com 3 quartos à venda no bairro Jardim Goiás, 128m² "," Rua 56, 0, Jardim Goiás, Goiânia - GO "," R$ 1.150.000,00 ",Urbs Private 1, 128m² 
" Casa com 4 quartos à venda no bairro Jardins Verona, 516m² "," Rua dos Camarás, 0, Jardins Verona, Goiânia - GO "," R$ 3.150.000,00 ",Urbs Private 3, 516m² 
" Cobertura com 4 quartos à venda no bairro Setor Aeroporto, 149m² "," Rua 17 a, 560, Setor Aeroporto, Goiânia - GO "," R$ 400.000,00 ",Rede Dreamcasa, 149m² 
